A,B,C,D,E,F,G,H,clusters
-2.347804541784459,-1.3941796664835397,3.274843583789261,6.544131203941785,5.515712248251311,-1.714219946488342,0.28266369303209526,-2.6773843319664636,6
-2.5461299271080344,-1.9398474802504342,3.351444172143739,6.7031635891123,5.902370163102057,-1.9187820504243593,0.429673284868874,-2.0841737882648856,6
-2.384609231185835,-0.6968793874749327,3.6347714318485105,6.363630443124073,5.163880934063709,-1.4204385028344162,0.25872667284528444,-3.073067859905452,6
-1.8019799549927595,-2.604095528846632,2.9810298666952484,5.595305896666508,4.727576344476619,-1.748189330971998,0.24755627150495624,-0.5724495328213624,6
-1.4229285584025129,-1.207445179648587,3.4090392416104516,6.689059756006593,5.960367376918029,-1.7553041594938958,0.11767473293747503,-2.733700472780708,6
-2.4532960448329586,-1.9772563555310283,3.1054505265499794,5.806358092588695,5.438621010127754,-2.470686990006514,0.15440854848754154,-1.6787108551138772,6
-1.7539870802357072,-2.2397395215293585,3.213432453112201,6.021587760172024,5.250495284186953,-1.875910207153055,0.2059953318467666,-1.0924248894429256,6
-2.522911559595343,-0.9514704729064525,3.625999931337328,6.379085229398902,5.396486273156548,-1.6231332765195838,0.21229521009332283,-2.93892693578315,6
-2.5838987124754467,-0.8728344159741815,3.8713439977165853,6.420196951837313,5.149564320598836,-1.4358433776414452,0.18088923352287317,-3.0517030382456407,6
-2.3601508207893698,-1.0781242489751102,3.4907332206078197,6.535772972831702,5.2864973393697525,-1.515407832757815,0.28087362237722746,-2.9241023826966215,6
-2.4871277413323702,-1.3695427163807674,3.303097199882635,6.549417012136718,5.491890813725887,-1.645779275534619,0.29069119830471135,-2.822331780930305,6
12.520345388131105,1.5811116140978354,-1.1038968550000998,1.4910167453018484,0.24285792226553282,-2.837027749127274,-1.425709290709461,0.7201960391446274,5
-1.9135409497938223,-1.430928697801557,3.357956104328249,6.396963262385969,5.4262987660876005,-2.173359643628976,0.46292948747437507,-2.5783083991344378,6
-2.3651170740866436,-0.7661514775747322,3.4871492175699896,6.283095947865406,5.186214202506046,-1.4481868097236168,0.18668511271196983,-3.1036611114530768,6
-1.4992038999623234,-1.6796149794590287,3.7090884530777064,6.292406301418268,5.55345044980612,-1.7791644069683923,0.18274249792225744,-2.3596740893562944,6
-2.292764671891796,-1.5286644698998817,2.2624624431824705,4.980462656414145,4.952614620102359,-1.51279110145177,0.8272620660706225,-1.009505404159256,6
-2.7271177922480105,-2.0239119734307995,3.168713688770218,6.20100029286015,5.6289586662957385,-1.9557032072910612,0.5354888835586974,-1.7584512819540228,6
-2.3213620007978335,-0.7257053338726455,3.419919654437787,6.295608376419237,5.256148177446067,-1.5244638477647485,0.1755347453408869,-2.9574322625039873,6
-2.033500266819584,-1.66019774724127,2.2556664849174743,5.075865369496197,4.91555028198986,-1.3142677793497628,0.6116165260148014,-0.9329415858275683,6
-2.35674100543366,-1.456823917019658,1.9154635662503852,5.029736169379488,4.901653640845137,-1.3876134633531385,0.687230763736715,-1.0010056483617347,6
-2.4127490584243136,-1.5185778672627792,3.867122421637241,6.824364107511932,5.647821942368972,-1.723428379385443,0.34552164343426456,-2.5911499026627456,6
-2.4580942184081134,-0.9122155038549984,3.838663953887397,6.389962652640382,5.148505170016205,-1.4659389871429624,0.29616669532730566,-3.1220213659009404,6
-2.0344009933533305,-0.3151483164617523,3.3207364886141026,6.318466859802203,5.403904731827838,-1.5370517763136937,0.1318907896742759,-3.1021559465839417,6
-4.044554219682051,-2.898204373873221,1.6760655657843249,6.5025732219299535,5.409943413502247,-1.6514827802425314,0.5432243397496611,-2.371762061327849,6
-2.615784488134757,-1.36269817331269,3.714815692738516,6.561433684516216,5.567267032411114,-1.788780917357219,0.287445107603575,-2.7010458311723164,6
-3.1647368911431113,-1.3150429999931064,3.1562218434021947,6.442491629348322,5.170615437622695,-1.5428813670368156,0.3008547177819623,-3.036163863847907,6
-2.606587215962367,-1.0018887609670781,3.875619630284905,6.604455914281669,5.370582028930077,-1.5037937096101948,0.26746934074603884,-2.9525536521639486,6
-2.646803381653735,-1.9017982784753578,3.5323398108742943,6.668626865043581,5.7600626656297,-1.9346139344106403,0.32427461529586377,-2.093337068297635,6
-3.573201492118554,-2.80682524580251,2.196352510646021,6.698088013578209,5.575449658017328,-1.7951105746845388,0.6509183940959142,-2.447655796187894,6
-2.8627253899587366,-1.8777984454126624,3.4799292083482265,6.74097448434079,5.74704351046185,-1.831310351877314,0.4000317434946598,-2.4788262807500683,6
-1.92370997929103,-1.4158940479880628,3.531165672337524,6.4509296122084026,5.539620767056674,-2.2833713625293255,0.4830813472651886,-2.3797510065160505,6
-2.2618990739862497,-0.9392987603372641,3.5580868150159857,6.630863297735759,5.521338166989413,-1.5387747814079957,0.24150435140425972,-2.8305751270095394,6
-2.6794097649937982,-1.3447139597095534,3.1740080388646206,6.650076615382096,5.4140533604881025,-1.521476529495485,0.3779150159872462,-2.8667232275145276,6
-2.296718886453512,-1.5811260825693791,3.3944716391034753,6.409989740296321,5.610519940252372,-2.0447587200322395,0.28620232237802734,-2.50236927018003,6
-2.0958162979084594,-2.42871431978086,3.099131933063899,6.108319038995025,5.2154615492979355,-1.825216690277156,0.21795023676952477,-1.2824178111326732,6
-2.473103469460875,-0.9838799405039165,3.318915846257215,6.373848302644957,5.447833274590762,-1.8185244914693481,0.22204761318112975,-2.761484549517283,6
-2.445259448516317,-1.028659619938614,3.846440518997953,6.526278720367024,5.3370317221103205,-1.5912262241845663,0.3962066181218832,-2.9266833679073203,6
-2.582411674434392,-0.9689904710596389,3.8111493887359464,6.6044219563220565,5.517701997585171,-1.6320781246335268,0.32927980120586275,-2.8420898183070427,6
-1.806521096000479,-1.6262381920173734,3.6566763261529984,6.405540554989406,5.5205675175720925,-2.352297190293557,0.5727094156241717,-2.2844016272854253,6
-7.377693411297162,-5.998038878212298,-2.287212999353688,4.728871337015499,4.377237385626814,-0.5046293105976517,2.223304050540786,-1.456543043204718,2
-2.2014092068567876,-1.549859701632766,2.356533445482787,4.967036389935206,4.929246014290821,-1.5807251768675628,0.8685056441221658,-0.9444576758135305,6
-2.3386932794651627,-1.4375874446347257,3.5677603650788328,6.424719118832778,5.614843065666284,-2.296179396994642,0.4508731625356575,-2.342622243727947,6
-2.5783989002112406,-1.4760073997277312,2.2044313824858017,5.281415655970997,5.159043975945495,-1.5705928511838831,0.683107251344147,-1.214055903843906,6
-2.289018751145877,-0.9012858405198608,3.591173814789718,6.275311102684012,5.106705916808978,-1.4601537608314739,0.1366924584571739,-3.059758852516219,6
-2.641596416508573,-0.571341930716043,3.7200751909030534,6.151843157331178,4.994062859149665,-1.5119597213619187,0.20639496053308326,-3.0774939035888873,6
-1.6032703062571256,-2.978631070632696,3.011541672957393,5.705075318443569,4.509951877676119,-1.5745130649184882,0.2955830280544401,-0.6343588854187386,6
-2.536705185027734,-1.2691254150423497,2.2540573697479744,5.064741802636933,4.9599625363441175,-1.4264593397416228,0.694983406898127,-1.0667775165847635,6
-1.751233278158646,-2.2749690891599896,4.129297482737017,6.814694562772694,5.722687892928816,-1.6797067277314615,0.4274056341550655,-2.343833839571793,6
-3.54740155415635,-2.4966605130222668,2.636729990084086,6.769490222105846,5.702088509850235,-1.983776965807182,0.5860297969866115,-2.576677955338195,6
-2.1576350287240555,-2.1170806162397886,3.1354011427835116,6.4276962214256965,5.392749708402724,-2.2137870819564736,0.4577920535495142,-1.6660340154487823,6
-2.5126102683555382,-0.7494718804414404,3.67326623307629,6.486471728825282,5.511034974848001,-1.709941903603913,0.2827734994827863,-2.8361406919204453,6
-2.514821736555724,-1.1375502785088312,2.028118700575848,4.961883825617851,4.841196957424598,-1.4068735562915533,0.7023933208331622,-1.1522527975395889,6
-1.3227448147025433,-0.7408383537327625,3.5059870155494384,6.663215988000214,5.758738954673907,-1.5244226088003963,0.14983810053341667,-2.789396712371452,6
-2.1749970992793286,-1.5936685041992948,2.5569339637351023,5.4097269733633215,5.223414039089413,-1.4483919854664506,0.6436921132563029,-1.2413919734340915,6
-1.9810943532202798,-2.441731839461022,3.512422222319332,6.0934520716474765,4.498458706017565,-1.2958046383031423,0.03812458681833667,-1.6854660664043646,6
-2.2986653085947832,-1.9690683073138553,3.7571001267404442,6.914679037151672,5.424643680422202,-1.5230009634328632,0.3407870439537257,-2.548642700887844,6
-2.2490718713223288,-2.0604971427165815,3.1961508580410296,6.450890498449543,5.4947874237137855,-1.9069731918283777,0.369336882671556,-2.1274920797989267,6
-2.571783105513456,-1.9185133800493943,3.03398106590173,6.262215865202511,5.559956658274468,-1.7993452193690849,0.10129758875935878,-2.0583100505257814,6
-3.121006909596357,-1.3402574696943916,3.28696131143881,6.530730840743845,5.523801340602703,-1.7536600558927027,0.44105267465518894,-2.835405551032683,6
-3.0613574968284314,-1.4070745827421784,3.046261217548417,6.557504256748877,5.285002390595472,-1.6801306974655426,0.3044749083294781,-2.9690603874619472,6
-2.164342736825359,-1.144478444977467,3.422064572910093,6.29698945564268,5.33989971386205,-2.1025439983161442,0.40594577891879513,-2.718551882699749,6
-2.486736037864402,-1.6104864473608163,3.220579517491035,6.5458925456871135,5.457903572030896,-1.7007323575816256,0.26783855916013216,-2.343243659058776,6
-2.735880793985176,-0.9279114977695031,3.1396928318820523,6.204832219518282,5.256041571751808,-1.6215407417096201,0.3070474537471383,-2.9757798799755126,6
-2.7042852849109686,-1.3089754551491148,2.29793124384661,5.399570968165485,5.208289714806867,-1.5337423604286415,0.6926525029082109,-1.3130815998823975,6
-0.5780013357678626,-1.8526832380570026,3.6179779987356513,6.886666176588105,5.385924771002669,-0.8231480606151175,0.3163060351496713,-3.0294637805319704,6
-2.2832357827363894,-1.3687886732091687,3.5775835655246317,6.444834354638075,5.421650782720684,-1.608515523086503,0.32629401158058574,-2.7325671011179256,6
-2.582439016261666,-1.0098616024434282,3.544205207141406,6.299106220600773,5.264601954570508,-1.7152105664099517,0.27433868013071416,-2.9045310414414756,6
2.3510726293948703,-4.613151287577221,3.846592620469364,7.585254845575423,3.578782564635423,1.8514533541362348,0.6215709025317911,-2.8448258753330857,6
-2.150171906244976,-1.7803994962243799,2.6314055911854783,5.571812223118715,5.461521995901244,-1.7825642746166899,0.7041718129628246,-1.5040433244435623,6
-2.7772174154196207,-1.4904188092832227,3.674245304123614,6.706141921909668,5.402020861995846,-1.5815809949511916,0.2656583525394181,-2.9009180172821116,6
-2.887875944165967,-1.3177700675196153,3.24836092652857,6.5046207578418045,5.102692566582804,-1.4139426117225664,0.453499950699975,-3.0478061173281312,6
-2.3824727296099355,-0.7221157858283561,3.828440203305427,6.277527905207505,5.150689855841758,-1.4908797481410088,0.26174413462276896,-2.9690625235697037,6
3.1312360614102452,5.0326303265383325,1.2661742540996606,4.502369926143113,5.769366410598749,-0.19259547069376906,-0.6204882042455332,-1.711376762875792,6
-2.3996643591399542,-0.6585837412479695,3.5877170553279414,6.337176612412398,5.221830136282756,-1.476795561424742,0.25502508550017544,-3.064741343468058,6
4.0910024736513355,-5.3896076488365905,3.517495419017872,6.713365655561708,2.214005968106096,3.9435686479046446,0.6708075693194483,-2.8660187683534106,1
-2.616621200388826,-2.2198019611685718,2.5651791413452956,6.2101438303337675,5.658829058703159,-2.0858169101584623,0.5364773272309041,-1.5583145986787903,6
-1.8349533249426706,-2.6065109269401967,2.893474752221148,5.6598079517039075,4.737365775218047,-1.7429372115910173,0.29062790369244,-0.5160472485225033,6
-2.4159743559826867,-0.9676909020939549,3.6725926487670506,6.375529723555076,5.242062337210459,-1.4400793119836797,0.2687489998343897,-3.0613353592820474,6
-2.005238661344859,-2.6518260378834784,2.942927085114676,5.8162449229852555,4.8637757593455255,-1.7586240982884662,0.2493857930177958,-0.7331377800080244,6
-2.350695593164923,-1.0609213741540262,3.582484579185729,6.394754532264277,5.487732771438855,-1.8295811698859512,0.2387683519076139,-2.774609997688452,6
-2.250079250852028,-1.9754866935062736,3.18813539969547,5.946286116421472,5.487119990954739,-2.335113152634404,0.18502689614477616,-1.8724315605662791,6
-1.304394729141673,-2.495724731979324,3.7255108386428573,5.616613494472002,3.848109864358569,-0.9762414006413258,-0.009639510778254857,-1.0304983044422802,6
-2.2532492113765263,-1.76748383974954,3.5386331651540877,6.508863341518797,5.71366156440822,-1.7527418786029483,0.2548847638818744,-2.350359037580298,6
-1.964911873672336,-1.2704698618572525,3.5277472896070208,6.348306003074314,5.44841479862457,-2.311080493473301,0.5279417843668515,-2.468669987292647,6
-2.512706980818258,-0.9280816596019213,3.7462005176907667,6.395912747397685,5.293342223670555,-1.5178045178283979,0.24541598925019112,-2.9981785386640896,6
-2.449336587413348,-0.8095155727687102,3.70952234957791,6.261465177621337,5.077786485647551,-1.4928061540875912,0.18583789762557015,-3.096711104756485,6
-2.4546375415799573,-2.008985918622025,3.3079749216109935,5.7818530484015325,5.315043389363123,-2.5311649377035055,0.1355658785768956,-1.5913812022399239,6
-2.51319115005028,-0.649878663342498,3.598699364453504,6.294170619845417,5.1159098391614055,-1.3496219670552678,0.24442102330567056,-3.1123683831102955,6
-1.3612946406907735,-0.6564583667972588,3.3253978477774186,6.829751912778499,5.973232147296222,-1.4629946403419423,0.137808043634237,-2.662406128365566,6
-2.5462671553999683,-1.2760640810003683,3.645143247609653,6.533477084754537,5.906768071923543,-1.9283533434630293,0.3457971316809614,-2.2623954152518486,6
-2.7887204570025763,-2.019027971227098,2.9753341177812307,5.883551592509014,5.53298432247684,-1.8059173600081113,0.37677105095326485,-1.5498722883956926,6
-2.1734724690295613,-1.6827267728493673,3.3646753739561115,6.220024369951612,5.673310745190352,-2.0828186627149017,0.15992792960051322,-2.2265242657650863,6
-2.574901597273295,-2.017679175414681,3.21517991890427,5.778036554509641,5.4029389196821915,-2.583696393015853,0.18798268106372434,-1.6747941360317578,6
-1.6683890868867695,-2.3890583294718377,3.625375872955536,5.949943298742348,4.31093710836476,-1.1610389611642318,0.07961706337394701,-1.2042806449559331,6
-2.5660540385725983,-1.9756772323056424,3.3651746885019347,6.101338325079669,5.53947913387317,-2.3935496117365567,0.2504066673886251,-1.9942266036178173,6
-2.0677060321121497,-1.1217587579284705,3.5474220031021906,6.338934044695173,5.409629666331902,-2.1582087619687234,0.33403225797082764,-2.623866158134148,6
3.8673854365215585,-5.451076390105277,3.2103987652165284,5.0757000403236665,1.6638046924791168,3.4824655769369373,1.2419092333542852,-1.8513029847146312,1
-2.366043713204444,-0.9011921877006827,3.6447746246073494,6.221354044233304,5.134941592219602,-1.577064559629054,0.1183562824635196,-3.0389846820706166,6
-2.40203371372375,-0.43515581747873006,3.5945559899400075,6.178340130147581,5.150004655140061,-1.4514798400957096,0.18821297417074728,-3.072237649041137,6
