,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
20,0.18449534,0.0839771,0.27308193,-0.62086964,0.25771594,-0.087806515,-0.015096194,0.11468186,-0.21219453,0.17629327,0.78443515,0.029009238,0.16467173,-0.09568555,-0.13086984,0.52417827,-0.80578965,-0.22192349,-0.43871677,0.19166815,0.48841602,0.22213095,-0.44367862,-0.6816593,-0.20421997,0.27734533,-0.24756019,0.11226356,0.10228516,0.0032918686,-0.12907106,0.32114354,-0.23971446,-0.30499086,0.097132914,-0.42324516,-0.045370188,0.2589363,-0.10851605,-0.30197042,0.08358372,0.47237998,-0.49154434,-0.07128849,0.7281832,0.6039594,-0.010838111,-0.011483267,-0.2131474,0.21462224,0.38303953,-0.2858758,-0.17295523,0.4322182,0.3697274,-0.13712919,0.24557574,-0.90003586,-0.05066756,-0.27305248,-0.21035568,0.10895876,-0.24293299,-0.03302383
21,0.38056657,0.3106235,0.6375726,-0.5133073,0.3540195,-0.34053224,0.029892022,0.12019196,-0.24600019,0.3260452,1.007477,-0.035289865,-0.035422564,-0.33702216,-0.5613268,0.7539139,-1.0310973,-0.4802785,-0.60872716,0.34030747,0.8314438,0.4658028,-0.57620513,-1.0435466,-0.4065035,0.19580597,-0.36274064,0.15522866,0.14623722,0.2737333,-0.44410017,0.40021342,-0.6963422,-0.4735958,0.23922884,-0.5109822,-0.067673564,0.7949526,-0.42966452,-0.44090754,0.0771606,0.83666974,-0.6307654,0.16370991,0.9893757,1.0849973,-0.30244464,0.049125735,-0.153663,0.44380772,0.57046515,-0.08663588,-0.1271246,0.81382614,0.38259226,0.0229235,0.2562621,-1.1964176,-0.23241764,-0.22590584,-0.22118868,0.123187184,-0.30920622,0.05010161
22,0.4141062,0.2842306,0.5946712,-0.46611324,0.36895755,-0.3615438,0.021599745,0.09941855,-0.25962082,0.30035695,0.974442,-0.09841712,-0.09904775,-0.42745474,-0.55648255,0.71928144,-0.9860687,-0.4451229,-0.5582891,0.35440278,0.82173216,0.44177788,-0.5329992,-1.0104825,-0.3906835,0.15288259,-0.36388788,0.09203841,0.1699805,0.32566527,-0.4694795,0.41109043,-0.69034356,-0.5042077,0.25421813,-0.4663581,-0.08942117,0.7771735,-0.44968706,-0.39116377,0.063298166,0.83420575,-0.61230683,0.16746023,0.97975826,1.0684413,-0.32472658,0.06390531,-0.084768586,0.40101033,0.5062025,-0.024541872,-0.017329872,0.7610945,0.3278701,0.027352747,0.24684802,-1.1601459,-0.26372018,-0.22277589,-0.20159678,0.09723498,-0.30870014,0.042914614
23,0.18684973,0.13285208,0.26875007,-0.29014003,0.17703827,-0.04213668,-0.022816667,0.045718003,-0.07826044,0.13652623,0.5217513,0.0042393287,0.08022432,-0.14317475,-0.20955455,0.36014435,-0.54006624,-0.26022395,-0.27370572,0.22410004,0.36851007,0.23104565,-0.27658707,-0.48627228,-0.22726622,0.0636553,-0.081198655,0.12953605,0.04023556,0.0873831,-0.16628297,0.1868108,-0.269034,-0.18063647,0.12532704,-0.2291695,-0.047732987,0.3088539,-0.12811379,-0.16611472,0.088094585,0.30943102,-0.31181002,-0.02644001,0.4414315,0.4630184,-0.08929479,0.004285517,-0.13982856,0.2135221,0.23946466,-0.034633897,-0.12784344,0.35164243,0.1798735,-0.06040074,0.079483666,-0.5870527,-0.04816882,-0.15519862,-0.14501338,0.064655036,-0.14382102,-0.027767178
24,0.5876264,0.03516928,0.4639146,-0.23920836,0.26900974,0.41548347,-0.21679263,0.07698208,-0.13007037,0.41332263,0.7123186,0.17446308,0.3352238,-0.4158844,-0.38130933,0.51861465,-0.8613369,-0.57882655,-0.37397283,0.7332659,0.20906872,0.6119137,-0.32054403,-0.9991921,-0.2754432,-0.06960384,0.45198956,0.09496043,-0.25293806,0.081880026,0.00027870768,0.4321842,-0.1587525,-0.25794643,0.5555154,-0.33122322,-0.4615195,0.20710556,0.14296426,-0.22723924,0.109955736,0.20184511,-0.6922815,-0.22775443,0.29600686,0.34757343,-0.07111273,-0.16921845,-0.6751117,0.364523,0.6509051,0.06379934,-0.5502012,0.3630715,0.3147839,-0.34541085,-0.016352143,-0.72554165,-0.031408444,-0.1568438,-0.3920238,-0.07314865,-0.63887984,-0.24787255
25,0.28195208,0.19047728,0.39986885,-0.3655596,0.24384348,-0.11204173,0.005368115,0.05065394,-0.13366494,0.17730704,0.74397415,0.027011149,0.08895274,-0.24647868,-0.31932855,0.525073,-0.7505944,-0.39399529,-0.41516635,0.29958063,0.536746,0.36452964,-0.3851643,-0.74427116,-0.30128258,0.09191348,-0.133803,0.11918024,0.0563339,0.16664538,-0.28107187,0.30765748,-0.41279888,-0.2992112,0.18642409,-0.3183018,-0.07808159,0.5247123,-0.23553145,-0.29954952,0.100056335,0.49376792,-0.48416603,0.016868258,0.65023434,0.7012953,-0.16244191,0.011087865,-0.20017889,0.2995159,0.38192898,-0.054540545,-0.19915995,0.56936836,0.25232044,-0.04197348,0.11649947,-0.8156539,-0.10391017,-0.18988305,-0.18649077,0.097388536,-0.22755249,-0.0226435
26,0.26896158,0.20536211,0.4165489,-0.44854403,0.24885541,-0.19332406,-0.010965468,0.06967511,-0.15540503,0.21969976,0.80181074,-0.026404014,0.032567006,-0.25778288,-0.30814087,0.5607979,-0.7988044,-0.35562646,-0.4132415,0.23637262,0.5737208,0.3534495,-0.43083256,-0.7592625,-0.28467122,0.14934523,-0.22773284,0.11955447,0.0918324,0.16252048,-0.31351972,0.31334814,-0.46675715,-0.3421797,0.14838006,-0.360883,-0.073557094,0.55011195,-0.29958504,-0.30384374,0.07383706,0.56712985,-0.49081674,0.07044826,0.74449116,0.7787905,-0.17786868,0.008155372,-0.16825317,0.33588964,0.415846,-0.09788997,-0.12353298,0.56601995,0.2859409,-0.0051041804,0.19007145,-0.8972508,-0.13187672,-0.19752932,-0.19774908,0.11719163,-0.26781926,0.016287062
27,0.31980607,0.2674937,0.47724867,-0.44958586,0.29354337,-0.22320734,0.040826194,0.081683755,-0.1503074,0.26601827,0.87317324,0.009157404,0.073600546,-0.25710678,-0.47710738,0.64736074,-0.90426606,-0.4714405,-0.51347506,0.33476663,0.70255256,0.45403916,-0.46534204,-0.88577443,-0.37459835,0.11634725,-0.23358318,0.19014102,0.12759794,0.2277236,-0.37360287,0.36908695,-0.5180428,-0.36970797,0.21242939,-0.41476628,-0.037202828,0.67064893,-0.3272535,-0.3335125,0.13220812,0.60386086,-0.5509975,0.048168775,0.8139869,0.94410914,-0.24704492,0.0137608275,-0.16429248,0.38799888,0.45582017,-0.06730677,-0.20324606,0.6782808,0.28902054,0.0028297878,0.18632516,-1.009427,-0.15686832,-0.19544366,-0.20091774,0.09678996,-0.21132605,0.012487936
28,0.45560262,0.1022691,0.37708044,-0.28693894,0.26997843,0.2798985,-0.12825471,0.07151566,-0.04451723,0.31604958,0.65626395,0.16582455,0.28377125,-0.2916775,-0.2789278,0.44435588,-0.7251272,-0.4876634,-0.2848181,0.49443278,0.25613418,0.47963163,-0.28671268,-0.8376575,-0.2791736,-0.026690194,0.29411846,0.16764152,-0.13897298,0.073027804,-0.051833507,0.33143383,-0.23045433,-0.21486527,0.4131513,-0.33270642,-0.33163807,0.28312695,-0.0005906853,-0.23414715,0.12491474,0.2437857,-0.59194165,-0.1871294,0.36626095,0.4600244,-0.040634576,-0.14832354,-0.5154454,0.28922462,0.5121417,0.0038120714,-0.42152578,0.37779677,0.26668704,-0.20891802,0.008272566,-0.67810583,-0.028072957,-0.15376921,-0.30258784,-0.028356055,-0.4591971,-0.20738
29,0.21669358,0.12656777,0.25197008,-0.2665491,0.11965183,0.018982442,-0.05223234,0.04066153,-0.05757961,0.15589009,0.5806583,0.04611716,0.2011029,-0.14495195,-0.18060623,0.3687964,-0.565696,-0.2951004,-0.26841846,0.25516888,0.32669106,0.2644225,-0.28603718,-0.5127755,-0.24980831,0.041368745,0.02767186,0.16157107,0.00071810075,0.037344262,-0.15499946,0.2323776,-0.2259065,-0.17904612,0.1509842,-0.24131294,-0.10053985,0.26376897,-0.049623553,-0.19076483,0.10551681,0.27463055,-0.39534038,-0.061786395,0.40373576,0.47217172,-0.066839196,-0.010834439,-0.24041311,0.21478787,0.2716554,-0.044936888,-0.23972407,0.38283864,0.22395886,-0.042710755,0.030227486,-0.57769406,-0.034655888,-0.11018775,-0.16636463,0.04427352,-0.2107912,-0.07828629
30,-0.048695385,-0.059143696,0.27686772,-0.058490876,-0.16631542,-0.081613824,-0.026230698,0.053786617,0.05027501,0.051653776,0.8763558,-0.030202487,0.12312156,-0.09880406,0.1287962,0.3943657,-0.3390057,-0.3294712,-0.3169222,0.1538561,0.13616037,0.3055154,-0.55142736,-0.28935224,-0.194187,-0.10985442,0.252804,-0.19332604,0.11724012,-0.11196908,-0.14318347,0.071162164,-0.35853583,-0.121661596,-0.19804871,0.06809527,-0.16615884,0.15448716,-0.016481476,-0.23871602,0.5054459,0.2656315,-0.42675778,0.33401272,0.307266,-0.009119696,-0.23916842,0.06696796,-0.036771916,0.24757525,0.39210784,-0.064610615,0.15360728,0.24989504,0.04449941,-0.21086544,-0.16483143,-0.40584204,-0.170479,0.2814003,-0.069049306,0.25299412,-0.2312021,-0.06302167
31,0.16715339,0.1824238,0.27738112,-0.23150952,0.14956756,-0.034106195,0.030122802,-0.008834166,-0.015879022,0.052457623,0.5518176,0.10206387,0.20715594,-0.0731484,-0.21421504,0.36789438,-0.49350652,-0.27634418,-0.29673013,0.25829673,0.346251,0.2943943,-0.2339428,-0.5278739,-0.27432108,-0.024022624,0.037928488,0.20985752,0.018107451,0.0833948,-0.13220574,0.2064516,-0.20388159,-0.18632278,0.16559578,-0.18840076,-0.037961226,0.29164618,-0.022787534,-0.18404631,0.17121425,0.22078599,-0.33748817,-0.079142205,0.3425313,0.42610455,-0.07280842,-0.035106532,-0.22625023,0.19855233,0.26668596,-0.029636873,-0.27977017,0.38354367,0.19073686,-0.06898809,-0.0117503125,-0.53658444,-0.044895813,-0.08487297,-0.24684656,0.057617567,-0.07348514,-0.093402795
